id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
930,"""8090辣不停在李沧万达三号门，临街靠近停车场，位置十分醒目。餐厅布置很有特色，原木的桌椅板凳，以及墙上的配饰无不显出活力和生机。大众点评昨晚在这举行同城聚会，老板非常热情。菜品以辣为主，有点麻，但能接受。鸭肠鸭舌鸭板筋非常好吃，小八带特别嫩，川味粉皮超级赞。在吃辣同时，喝着店家配的果肉汁特别舒爽。活动结束后还收到随手礼，都有点不好意思。每次参加活动，都很高兴认识新朋友。这次领队组织到位，小伙伴们也很尽兴，非常好的一次聚会。""",,,,,,,,,,,,,,,,,,,,
931,"""大众点评有团购，而且还有额外减价，368的套餐实际付款298一位，以这里的地理位置，环境，菜品还是可以接受的价格，不过要是原价就觉得略有不值了。地方好找，西四锦江之星的院子里，大门左右两侧都是餐厅，不过更喜欢在右手边的就餐，环境整体是暗色调沉稳感，但大厅挑高所以空间没有压迫感，一面墙壁是岩石效果，喜欢这里的装修风格。服务上比之前要好，服务员就站在一边，不会过分殷勤，但又随时关注客人有什么需求。菜品感觉还可以，推荐牡丹虾很大只肉嫩口感好，像是放大版的甜虾，鹅肝煎得太棒了，外面煎焦里面嫩，吃起来不会过于油腻，配上一点蓝莓酱棒极了。带骨牛排好吃哦，冰鲍也很弹牙，还有蛋黄酱焗大虾好吃。不喜欢海胆，螃蟹腿所以没点。生鱼片没有特别惊艳的，而且不知道是不是新鲜卫生，我们2人吃完饭当晚都开始腹泻，好在不严重，就当是减肥消耗一下白天摄入的食物了，还是请店家注意食品安全。不太喜欢的食物是煎鲈鱼，调味不好肉也干，蟹宝做得太实在了，满满的蟹肉，但口感不好，还不如别家店里和土豆蛋黄酱混合起来的味道好吃，培根芦笋太咸，杏仁片扎虾吃不出食材的香味。餐后甜品种类少，做得一般。总体上还算满意，还有需要改进的地方。""",,,,,,,,,,,,,,,,,,,,
932,"""第一次吃素就来到咁高级的地方，而且唔止食斋，仲有佛经等一些活动，呢间店有几层，我地今次去包房食，装修得好雅致，周围都摆着小摆设，譬如荷花，一些绿色植物，食饭都觉得好写意，凳子好气派，好舒服，因为不是自己点菜，所以唔知菜名，上菜就开吃，记得有个菜叫一桶江山，係辣的，类似水煮，有素做的像猪肝似的，仲有其他凉皮等素食，送饭唔错，其他菜都好特别，感觉好有心思的，有个菜摆咗个心型，红枣包着素食，加上桂花酱，好香好甜，服务非常好，准备过中秋，仲送咗d月饼俾我地试食，都唔错。环境优雅，食物不错。""",,,,,,,,,,,,,,,,,,,,
933,"""日照昌盛渔家位于李家台民俗旅游风景区，距离海边300米，徒步5分钟不到，因“蓝天、碧海、金沙滩”而闻名，金沙滩的沙质全国首选。李家台渔村南临赶海园，碧海路和北海路直通村口，交通十分便利。游客在这里可以观海上日出、乘游船、举办沙滩篝火晚会、撒网垂钓、踏浪戏水、捉蟹拾贝、吃渔家海鲜、住渔家房屋、感受渔家乐趣。文鑫渔家住宿标准：有双标间、三标间，四人间，宽敞舒适；彩电、空调、独立卫生间、24小时热水冲浴，免费wifi，可同时容纳多人食宿，并且代购打折门票。文鑫渔家将以山东人的豪爽和热情，周到细致的服务，干净卫生的环境，美味可口的海鲜，迎接四面八方的游客。。""",,,,,,,,,,,,,,,,,,,,
934,"""环境无可挑剔了，在高大上的商圈，还免费停车2小时。冷菜里面给我印象最深的的醉鸡，我喜欢。热菜觉得油爆虾，微甜，也很入围，直接可以把壳吃了。有个号称700多的帝王蟹脚，只能说原料很新鲜，清蒸应该也好吃的，烧得真的一般。那个波士顿龙虾也是，烧的有点干了。相反一些本帮小炒倒是味道可圈可点，比如我喜欢的鳝丝，很入围。那个咸蹄髈汤也不错。点了个蟹粉系列的不推荐，和炒蛋炒在一起，干呼呼的，像吃一把干炒的粉一样。那个两面黄也不推荐。面条是脆的，不是软的，上了年纪喜欢面食的长辈都觉得无从下口。菜的价格真心不便宜。只能请客的时候为了面子好看才会选这里。""",,,,,,,,,,,,,,,,,,,,
935,"""羊肉爱好者必然先从羊肉串开始，早前在上海风光过一阵的图们串烤至今基本上没啥店了，如今的烤串店不仅在店名，而且装修，还有店铺文化都有了巨大的跃进

这家烤串店是朋友推荐的，淮海路陕西北路，地铁旁，交通方便，逛街之后好去处

电梯直达店铺，出来就是，装修比较有特色，现在吃饭看环境，所以装修不行也就和图们烧烤一样很快没落，中央大投影看球效果不错，我去的时候放MV，墙上全是烤串文化吧，有点山洞感觉

由于空间大小有限，所以感觉走到很拥挤，空调太弱，空气流通不佳，烤串用碳烤的，空调要更强劲才对吧，外面35度感觉里面也有个30度，还没吃就觉的闷热，要知道碳烤环境空气流通不好会中毒…，所以这个温度环境个人很是不喜欢

点单上菜速度也不快，不过服务员非常机灵，能看到顾客不满用甜品色拉，小赠品来化解，这样的服务员我喜欢，能随机应变，不让顾客烦躁

菜单上的烤物品种不算很多，肉串类的顾客自己桌上自动烤，最近串烤店都用上这种肉串自己旋转的烤炉，烤肉的加热很均匀，能烤出最佳火候，总体设计很不错，科技感强

点的羊肉串肥瘦搭配还算可以，据说都是现穿的，这样感觉还是比较新鲜，大虾，面包，馒头，自己烤着吃还是非常简单，搭配送的几种蘸料味道不错，蒜香鸡翅蛮有特色，腌制好的鸡翅很入味，需要把握好烤制时间哦

总的来说比较干净有新意的店，公众号的互动也很多，服务也是很优秀，装修有特色，温度再舒服点就好了""",,,,,,,,,,,,,,,,,,,,
936,"""很幸运抽中了大众点评的霸王餐，就在家的附近，走着就过去了。还怕十一期间人多，特意提前打电话问问用不用预约，结果人家说直接去就行。由于是双人餐，但是本人不吃羊肉，怕那么大只羊腿浪费了，特意叫了老公和婆婆3人一起去的。他们俩吃羊腿，我吃其他的。他们俩都说羊腿特好吃，老公说这家烤羊腿是他吃过的里面最好吃的！最后没吃完，剩了好多，还打包带走了，回到家，又吃了两顿才吃完，哈哈，太值了！疙瘩汤的容器是个心形的，也不错；大拌菜也好吃；我和婆婆都不喜欢烤面包片和红薯，都是甜了吧唧的，老公说红薯好吃，最后也打包了！秘制鸡翅没啥味道，也不好吃!""",,,,,,,,,,,,,,,,,,,,
937,"""吃完才想起没有给食物拍照→_→照下环境来凑数~ 喜欢外面的鱼缸墙~

很久没来，水果多了橙子，蛮新鲜的~
西瓜依然是那么甜~
小料品种变更多了~
今天没有红豆苗了，还没吃过~
活蹦乱跳的虾，皮特别好剥~
羔羊肉很香嫩~
菜的分量也很足，新鲜干净。即使是没有剪根的油麦菜，根里都没有一丁点泥或沙土，这不容易~
我说手机没电了，服务员很快就拿来了充电宝~还是品胜的~
小辉哥属于偶尔尝尝鲜去的地方，也好吃。
海底捞好吃但是排号人太多。
漫火锅是总吃也吃不腻，顾客没多到崩溃~

吃了两个小时，真是醉了~好饱，想哭T^T""",,,,,,,,,,,,,,,,,,,,
938,"""想吃烤全羊终于不用跑北五环林萃路了。九十九顶毡房在晋元桥开了分店（原来应该就是个紧急避难所），其实开了有一段时间了，但扔记得没开业的时候我就打电话去订蒙古包，结果人家告诉我桌椅烤炉都还没买呢。坐在蒙古包里，大嚼烤羊背，点上一壶热热的奶茶（第二张图就是热奶茶的火炉），包间布置的很有塞外风情。满满斟一碗，撒上炒米，就着奶豆腐、奶皮子、乳扇、馓子，蘸着酸奶油吃，感觉很好，也就这时候才能想得起自己是成吉思汗的子孙，烤羊有三吃：直接吃、卷饼吃（那个饼我记得好像俗称叫白被子）、蘸辣椒酱或干料吃。正好今天雨夹雪，吃羊肉可以御寒，喝奶茶可以暖胃，奶制品可以健脾，很好很好。热菜品种比较少，凉菜也不多。蒙古包挺多，车也好停""",,,,,,,,,,,,,,,,,,,,
939,"""总体算不上满意，点了芋头排骨-38，海皇粉丝煲-38，龙骨海带汤，我们两个女孩子想想应该够了，那个芋头排骨味道还可以但是真心排骨就是个配角，根本没有肉感觉就是骨头裹了面放在芋头上一起蒸，芋头甜甜的感觉还不错，但是看上去那么大个桶都是骗人的菜量就一点点有木有！！！那个海皇粉丝煲是我吃过性价比最低的粉丝煲，够油够咸没有还有海鲜，不知道为啥2块钱的粉丝卖38，还能上推荐，只能说公关好？！总值不咋地，服务？服务是什么东西，服务员点菜都不惜的瞅你一眼，一种懒懒的状态，去长沙吃的最不爽的一顿""",,,,,,,,,,,,,,,,,,,,
940,"""怎么说呢，均消130但是菜品口味和服务都完全不值这个价，环境不错，因为在租界区的老宅里，还蛮有感觉的。服务的话反正服务员就是一副“爱吃吃不吃滚”的态度，我们点了一笼猪肉的一笼三鲜的，结果上来两笼猪肉，我们每笼尝了一个之后发现问题，服务员居然过来夹了一笼的把另一笼补齐然后收走了，一句道歉都没有。味道的话只能说跟便利店里的速食包子口味差不多，凉菜和汤也都差强人意，饮料赶不上外面几块钱一杯的酸梅汤。都说这些老字号坑人，狗不理是真正的超级坑。""",,,,,,,,,,,,,,,,,,,,
941,"""这家店在瑞景商业广场后面，顺着肯德基这边的路走个几十米就到了，靠近小宇宙这边。
以前是壹咖啡，没什么生意，开了小半年坚持不下去就转让了，转让以后还是壹咖啡，稍微装修了一下又开业了，但还是没什么生意，后来没多久就又转让……
然后就开了这家爱摩士，重新装修了半个多月以为会有什么新的变化，结果布局什么的跟以前一样样的，就是把墙重新刷了一下，桌椅什么的换成了更高档的皮沙发，当然东西价格也更高了，可是感觉还是换汤不换药，空调漏水的位置跟以前一样，连店员都是以前的……
生意当然也跟以前差不多，可能比以前的稍微好一些，白天没什么人，晚上外面会坐一些人，里面还是没什么人，跟旁边咖啡一条街的火爆生意相差甚远。
个人觉得这家店的风水肯定有问题，门口的绿化草丛太密挡住了财气，地基又太高不接地气，导致只能从旁边的小口子进点偏财，生意肯定不会太好（一本正经的胡说八道）
下面来说说产品，首先菜单真心丑，一点咖啡馆的格调都没有，老板的年纪应该蛮大的了，从装修的品味就可以看出来，商务风很重，一点都不小资，然后一堆有的没的，看来看去想喝的只有果汁，他家的鲜榨果汁确实不错，咖啡一条街那边的店基本都不卖果汁，然后看到好多人点一壶茶在那边打牌，哎……也是为这家店操碎了心。""",,,,,,,,,,,,,,,,,,,,
942,"""在纽斯泡完桑拿去吃的晚饭 走进店门感觉环境很不错 是我喜欢的风格 比较亮 位子之间间隔大 感觉很舒服很干净！
以烤肉来说价格有点贵 但毕竟在虹泉路 也没什么... 很喜欢这家店的烤盘 周围的炖蛋真的很不错 送的餐前小菜味道也很好！
【牛五花肉】没什么好说的 就一般的牛五花 感觉并没有什么特点
【红酒五花肉】看到是特色才点的 但总的来说吃起来只有猪肉味 肉味太重 并不好吃 但是口感真的不错 大概调味调的不好
【辣酱五花肉】这个是后吃的 因为之前那个五花肉的关系 虽然它的调味重一点 但是还是满是肉味 最后没吃完
【嫩豆腐汤】这个真的是很好吃 我最后还把炖蛋和我们自己点的金针菇都放了进去！豆腐很嫩 汤真的很鲜 最后虽然已经吃饱了 但还是把汤喝完了！
我觉得这次去大概是点菜点的不好... 口味总的还可以""",,,,,,,,,,,,,,,,,,,,
943,"""8月份去的，特意团购了代金券。
位置在达杨往北京路方向，大概60米左右就到了。

一楼系厨房，我们直接上2楼。2楼位置比较多，里面还有榻榻米。
座椅都是沙发，比较舒服，而且有小孩子在也很方便。

#厚蛋烧# 表面有点焦焦的，图片可以清楚看到。不过因为加较多了沙拉酱，吃起来更加腻。
#灸烧蟹棒# 还可以，不过下面的饭很容易就散开。
#海盗船# 第一次上错了腐皮寿司，后来跟服务员说，马上就换了上来。
#芒果鳗鱼寿司# 味道可以，就是饭很容易散。
还有一份樱花卷，摆盘挺可爱，味道也不错。
总体来说，味道无乜特别惊喜的地方，仲还需努力啊

服务员是2个美女，态度还可以，还有很多靓仔~wifi很快""",,,,,,,,,,,,,,,,,,,,
944,"""位于华府天地东门附近，一侧门在大楼内，一侧门通东侧马路。本来团了它家的火锅双人餐，觉得这个团购还是比较划算的。没想到一到门口就发现它家的自助餐20元一位，一看菜品还可以啊，于是果断退了团购，改吃自助餐。付了钱给双筷子，就自己找座位了。它家总共能装下4、50人吧，我到时是中午，大约有80%的上座率。肉菜最受欢迎的就是排骨了，很香很好吃。海鲜有海虹，吃着感觉卤料味太重了，根本吃不出啥鲜味了。辣椒炒鸡蛋我比较爱吃。麻婆豆腐也凑合吃。豆腐干一般。香菇有点油腻。香肠挺好吃。拌土豆丝有点硬，味道一般。拌黄瓜还算爽口。毛豆有点生硬。辣白菜一般。寿司卷有两种颜色，味道还好。主食有炒饭，包子(看见有人在吃，但是蒸柜里没有)，花卷，水饭，粥，饼干等。我吃了一些炒饭，很淡，凑合吃。还有蔬菜和水果沙拉，水果沙拉有香瓜、苹果等。水果有西瓜，哈密瓜等，西瓜切的快有点大，哈密瓜新鲜不够熟，不甜。一处角落放着饮料机，饮料有橙汁、荔枝汁和酸梅汤，杯子就在旁边，饮料自己打随便喝，不过都被稀释的太淡了，只有淡淡的甜味，三种饮料口味都差不多一样了，不过喝起来感觉水质还行。东西吃剩的骨头壳什么的直接扔在桌上就行，因为盘子不够用，有人在不断的收盘子。总体感觉性价比好高啊，吃的饱饱的。卫生也没问题，肚子没不好的反应。就是环境差点，人多闹哄哄的，而且个别人素质差，夹排骨还挑啊，拿菜不注意别人啊。""",,,,,,,,,,,,,,,,,,,,
945,"""朋友开车带着来的一个神秘小院，高德地图上找不到院子门口也没招牌，要不是有熟人带着还有点害怕。听说来这得提前预约，而且这院子不让随便进，我有幸进到院子里发现环境不错，院里挺宽敞，柿子树下有阳伞凉椅安逸舒适的很。到屋里才看出这是家私房菜餐厅，听说人均一百多，没有菜单，吃什么要看当天市场上售卖什么，食材都得新鲜。我那天赶上的一桌菜有有鸡、有肉、有海鲜，最喜欢金兰多宝鱼，鱼片剔好了肉多无刺吃着方便。素菜桃仁香椿苗也不错，绿油油水亮亮很很鲜，核桃仁还是整颗的。印象里最贵的菜貌似是鱼肚南瓜汤，这汤是位菜，用西餐汤盆端出来的逼格特高，汤底浓稠细滑咸淡合适，鱼肚带点腥气听说这东西金贵得紧，在汤里吃到不少赚大了。饭后品尝了崂山茶，不太懂茶喝起来气味微苦倒还能接受，涮涮一餐油水挺好。""",,,,,,,,,,,,,,,,,,,,
946,"""很荣幸被抽中了100元代金券，一直在老家，昨天才回来，就迫不及待去体验了，本来昨天打电话想着预定呢，客服说不需要预定，直接去就可以。中午的时候和老公一起去吃的，在万达劲街2层，地方很好找，顺着门牌号走一会就到了，已经一点了，吃饭的人还好多，正好还剩一张空闲的桌子，服务很热情，推荐我点一个单人锅，再选一些其他的配菜就够俩人吃的了。点了一份48元的单人肥牛芝士火锅，又点了一份28元的香辣炸鸡，点了三份8元的配菜，正好100元整。服务员还告诉我们扫桌子上的二维码送饮料，要了一个芒果的，没想到是一大扎，很好喝。吃的过程中，服务员还过来告诉我们，需要加汤、加料的话随时叫她们。吃完之后，服务员还拿来一个贵宾客人反馈单子，让我填写一下，我看见上面还写着，分享微信朋友圈积满30个攒还送一份价值48元的单人火锅，真的不错耶，很好，准备我也去发一个朋友圈去，让身边的朋友也轻易尝尝美味的韩式火锅。""",,,,,,,,,,,,,,,,,,,,
947,"""趁着十一休假，在家无聊，跑无锡玩玩，可是下雨天又不知道去哪里比较好，还是去无锡万象城吧，早晨高速一路畅通，很快就到达了目地的，在万象城逛了一圈孩子们感觉很无聊，想着这边有滑冰场地，十一期间貌似比平时贵10元，孩子们玩得很开心，快到中午时分，想来想去有什么好吃的，大众点评翻阅了一遍，突然看到蜜桃餐厅感觉还不错，上次看见朋友发的图片很是诱人，于是今天想去尝试下，到了拿下排队号，前面还有2桌人，等位的时间还可以，差不多等了20分钟就进去了，由于我们是5人，位置是4人位，服务员问我们是否同意加座，位置正好靠近湖边风景很不错，果断决定加位置，由于在等位期间我们已经把菜单都点好了，所以坐下来就立即点了菜，上菜速度也很快，有个倒水的服务员很是勤快，感觉知道快喝完的样子，刚喝完就来倒水了，真心不错，他家的鱿鱼，儿童套餐，酸汤肥牛，""",,,,,,,,,,,,,,,,,,,,
948,"""这个餐厅刚开业不久，在鸣新路上，信息学院BRT车站旁边，很好找，从外面看上去不错，上次带着同事改善伙食，大中午跑过来，居然关门，今天才知道，店家周四休息，幸好今天来了，要是赶在明天，估计又要吃闭门羹啦。小店装修挺小资，一看就是年轻人开的店，很创意，也很注重细节，个人比较喜欢，点了一份照烧鸡腿荷叶蒸饭，饭的味道不错，还有淡淡的荷叶清香，鸡肉也很嫩，还送了一份炒酸奶，味道棒棒的，价格也很便宜，16元一份饭，以后又多了一个吃饭的地方。""",,,,,,,,,,,,,,,,,,,,
949,"""慕名而去，种草很久，龙江店比较小，但很温馨。三四张两人小桌，还有一长条桌，楼上有一包间。和朋友两个人点了海草，裙边，土豆泥，厚切三文鱼，北极贝，糊世卷，牛肉锅，另加了一份面。菜品份量少了点，不过口感还行，牛肉锅太甜了，个人不太爱。糊世卷和三文鱼不错，必点。生日没有折扣也没有赠品，人性化方面做的不够。店小服务员只有一个，茶水不能及时倒，都是自己去茶水台拿壶自己添。另说一句，茶不错，女生喜欢的白桃乌龙。""",,,,,,,,,,,,,,,,,,,,
950,"""中午和朋友过来吃饭，环境挺好的，我们选了圆形的卡座，感觉有点奇怪哈哈哈

#浓汤鱼腐浸胜瓜# 鱼腐和胜瓜都好吃，汤嘛，饭店这些浓汤都差不多味的。。。
#雪菜火鸭丝焖米粉# 虽然有点咸，但是好够味，有雪菜有米粉觉得好满足！
#口水鸡# 份量一般，也不会很辣，还算不错吃。
 #双拼三明治# 很一般，真的很一般咯，一般到我都不知道点评什么好了
#茄子炒豆角# 挺好吃的，可能因为我很喜欢吃茄子吧！

吃完第二天拉肚子，拉到人都傻，应该不会去第二次了【手动再见】

""",,,,,,,,,,,,,,,,,,,,
951,"""因为很喜欢吃柳市的黄七甲鱼头，但是每次去都没有了，为了解一时的馋，决定去这家试试，听别人说他们家的鱼头也不错。不知道是不是先入为主的原因，我觉得他们家的鱼头不够入味，辣味不够给力，搭配的面条也很一般，不怎么Q，有点硬！挺让我失望的，如果没有吃过柳市那家，这家的应该也算不错。环境比柳市的好，但也一般，就是普通饭馆的环境，服务态度还不错。对了除了鱼头，他们家的花生米还可以，其他菜品也一般，没有什么特色，至于价钱，由于是别人请客，所以不太清楚！""",,,,,,,,,,,,,,,,,,,,
952,"""家附件的一家饭店，去了好几次，感觉味道还是不错的，没有贵州的那种辣，应该做了改良，蛮适合上海irene口味的。只是感觉地方太小了，每次过去都蛮挤得，而且服务员基本都是些上了年纪的，感觉没有亲和力。这次中秋节一家三口小范围吃饭，附件别的餐厅都满了，就来这家店，去的蛮巧的，正好有一桌空位，菜的味道没什么缺点，只要就是环境，太吵了，而且地方小，不是很舒服，希望以后店家能够合理的利用下空间，不要因为某些小地方而影响了整体，不过厨师蛮帅的。""",,,,,,,,,,,,,,,,,,,,
953,"""吃货的世界伤不起呀！我们三个人，从六点等到九点。整整三个小时才在进去吃的。等的手机都玩的没电了。哎！进去才发现，有的大圆桌还是坐着两三人。还是他们机警，领大桌的号。我觉得排队人多还是领大桌好，进去速度够快。但是门口的迎宾可能会不太开心哟！因为我前面一桌进去就是，领的五人号，但只有两个人。哈哈...想说这里还是很好的吃。牛蛙我最爱好吗？以前一直吃干锅的。这次男票带我来吃火锅的。服务人员问我们要不要牛油锅，可是他没告诉我们要收费。买单时候才知道要钱的。这点我就不开心了。然后写点评，可以去玩抓球球的。抓到啥，送啥的。这个还是挺好玩的。黄喉很脆。鲶鱼片，男票觉得好吃，我觉得腥气，闺蜜觉得好“泥”，不好吃。所以基本都是男票吃的鱼片。然后还剩了一半，感觉好浪费呀！牛蛙个头有点小，但也不是很大的。但是肉质好嫩。好好吃。进去晚，绿豆汤西米露就剩底下一层，舀不了一碗的。唯一不满意就是排队太久了。要不然还想试试它家鱼头火锅。但是怎么可能不排队呢！哎...""",,,,,,,,,,,,,,,,,,,,
954,"""呵呵，很幸运哈，这次抽中了这么给力的双人餐，大卫城现在给人的感觉就是美食的天堂啊，有太多的小伙伴们已经在这里留下了足迹啦，那我也来尝尝看喽！话说，提前联系了商家，就直接到店了，直接在楼下服务台问过地址，大卫城4楼北梯西拐角处，挺好找的，服务人员一听是点评的很热情的招待了，感觉非常的亲切哈，直接验证后就是等餐啦，随便走走看看，感受一下这里的环境，环境非常优雅和安静，非常很适合吃西餐的氛围，店内的装潢感觉很清新，特别有慢节奏的感受，可以非常舒适来享受美食！而且上餐的速度还是挺快的，整个餐厅感觉也挺大！好啦，说一下咱们的套餐吧，整个套餐包括了：黑椒汁熏肉蘑菇意面、凯撒沙拉、小吃汇、四肉披萨、卡布奇诺和摩卡咖啡，这一款双人餐非常的棒，全部的菜式都很好，个人特别推荐蘑菇意面和四肉披萨，因为在口味上，个人倾向于黑胡椒口味的食物，当然也有些偏爱，但是不得不提的是酱汁在调味上，个人感觉非常的不错，沙拉特别的爽口，小吃汇的番茄酱汁也要特别赞一下哦，好好吃！虽然没有吃到进口新西兰牛柳，有机会还是要尝尝看的啦，但是吃到的四肉披萨也很赞哦，所得特别推荐一下这家，服务很好！""",,,,,,,,,,,,,,,,,,,,
955,"""刚写完点评说米其林瞎眼，现在又来表扬这家米其林一星店，不知道打谁的脸了

【环境】 好评！单看门头就知道里面的大气。门头一侧用金棕色低调的突出“何洪记”三字，被引入内，会有莫名的熟悉，似乎就是大陆某都市购物中心的创意中餐厅，狠狠丢掉了香港餐厅已然西化的风格，忍不住拍手称快。

繁复的花纹镂雕与清新的蓝白相呼应，气派典雅

【服务】很好 收取加一服务费 门口有迎宾，内里服务员人数充足，穿着统一，工服整洁，胸前佩戴的蓝绿丝巾和餐厅背景和谐一体，细节处理很动人

★	点评首推是干炒牛河，不过褒贬不一。其实这家店不局限于牛河，从我翻开菜谱时，就对所有出品有了旺盛的食欲
★	餐桌上可以自取店内自酿的萝卜生，白萝卜红萝卜任君选择，切成方块，酸辣可口，开胃小食再美不过

【双拼粥】 HK$56 推荐  价钱我不能给准数，大概是53~56之间。所谓的双拼就是在数十种食材里面任意挑选两样。我选了牛肉和鱼片。


温粥上桌，直到喝完还是有余热，舒坦。只有品质好的米熬出的粥才能吃得到香气，米粒已然熬出了黏汁，颗粒不复存在，顺滑。牛肉应该是有稍稍腌制，滑嫩。鱼片剔去骨头，后来有些腥。

这里的粥不靠调味，简单的用品质说话，最是难得""",,,,,,,,,,,,,,,,,,,,
956,"""人不是很多的一家餐厅，做广东菜的，招牌比较小，虽然就在扶梯侧的老坑记旁边，不注意看的话还是很容易错过去。

服务员的服务挺好，会主动给加水，换餐碟。

每天都有特价菜，但是不能跟代金券同时用。

卤水鸭胗味道不错，有专门的沾汁，烧鸭怕吃不完就点了半只，也是提供了两种沾料，热热的上来，皮脆肉嫩，不用沾料也很香。

因为是广菜，所以还点了奶黄流沙包，不过感觉不是现成做的，就是买的速冻的蒸了一下而已。

比较坑爹的是一个叫什么腰花的菜，菜谱上看着挺大一盘，实际上就盘子挺大，中间也就一小碗菜。而且这道竟然是凉的，我有生一来第一次吃凉菜的腰花(ﾉ ○ Д ○)ﾉ要不是因为处理的很干净，没有异味，绝对会在现在这个评价上再降级。""",,,,,,,,,,,,,,,,,,,,
957,"""很有意思的烤串吧，本来通过订餐小秘书订的周五五点半的位置，结果那天就非常堵堵堵，一直到六点十五才到店，没想到座位就没有被保留了，然后就苦苦的坐等，还好有游戏，五子棋，象棋打发时间，终于在四十分钟后进去吃饭烤串中羊肉串是肥肉相间的，男生还蛮爱吃，鱿鱼，玉米，茄子，韭菜，金针菇都还不错，特意点了三个味道的鸡翅，蜜汁，奥尔良，和狂人，可爱的小伙伴竟然吧狂热鸡翅误认为奥尔良，难道不辣。毛肚锅底几乎每桌必点，另外还可以涮菜哦，皮蛋瘦肉粥和钢管鸡也不错，七点的时候还有变脸表演，气氛顿时去嗨到极点。四个人吃了五百元正，剩了蛮多，最后每个人都无法站起来啦。哈哈哈""",,,,,,,,,,,,,,,,,,,,
958,"""这家店就在同福西路公交车站旁，它的左边也是一家类似的小吃店，右边是一家面店蛋糕店。
多次经过它家，有次想在这里吃个早餐，后来同行者还是选择了旁边的另一家店。
#2016-11-14# 早上，我在这里吃了个简单的早餐，早上９点，店里的客人不多，不过还是陆续有两三人进来的。我就点了一个肉片面，8元。
肉片很嫩滑，有可能是用嫩肉粉庵过的吧，不过吃起来还是感觉不错的。面条还OK.
看了看它家的价目表，上面的饭类一般都是十几元，算是挺经济实惠的快餐。面食类的都是6元至十几元不等。""",,,,,,,,,,,,,,,,,,,,
959,"""一直都挺喜欢这家的，就是不明白为什么生意不太好，可能是在王府井六楼太高了吧，不接地气，一般人不会特意跑到这里，不过说实话味道是不错的，烩面有秘制和精品，精品是滋补烩面，汤不是那种发白的，别以为白乎乎的就是羊骨浓汤，都是勾兑的化学粉，配菜不少，粉条，豆腐丝，鹌鹑蛋等都有，秘制的类似清汤烩面，里面有虾米，紫菜等，味道稍微清淡一些，不得不说他家很实惠的，烩面量很大，大方碗，绝对管饱，上菜速度也可以，菜品较少，应该多丰富一些，增强可选性，可以拼盘，菜的味道还可以，装修风格有特色，有点嘻哈有点格调，不过没有一次性杯子，消毒柜也没开，喝水的玻璃杯觉得不太卫生，最好可以增加一些热炒菜，这样就更好了""",,,,,,,,,,,,,,,,,,,,
960,"""看网友们的点评，很多朋友都推荐吕氏疙瘩汤，想带爸妈去尝尝，但担心餐厅不让狗狗进入，所以很是苦恼。抱着试试看的心态拨通了吕氏疙瘩汤的电话。接电话的服务员态度和蔼，听我把情况说明白后，特意帮忙给问了下负责人。负责人很是体谅的给安排了一个包间，由此，吕氏疙瘩汤成为我们带狗狗出行的第一次集体外出就餐！

我们11点多到的店，停车后有工作人员过来帮忙给老人开门，还把老妈一直搀进包间。包间不大，但采光和通风都很好，干净透亮。

把老人和狗狗安顿好，我们就去前台处选菜。点了招牌软炸虾仁，油泼扇贝，豆腐，滋补小炒，炒笔管还有一个煎饼卷鱼的菜，还点了一份西红柿疙瘩汤。

我们四个人消费258，因为软炸虾仁上的太晚了，几乎全部打包了。买单后才发现还有8元钱的餐位费，因为我们用的是自己带的餐巾纸，所以略感费解。

印象最深的是餐厅人员的工作热情实在是太饱满了，各个都挂着亲切笑容，服务也很及时，为这个也得点赞！

另外，候菜时有小吃和瓜子，口味不错。卫生间也干净。""",,,,,,,,,,,,,,,,,,,,
961,"""在崇安寺公园里 店真的满古色古香的 环境比较一般 
我们坐在外面 店里叔叔还出来给我们开个风扇
糕团店 大概真的该点糕团 我们点了份豆腐花和肉骨头面
本来想吃酸辣汤的 没有了 点了豆腐花
是大叔放错了吗？为嘛里面有糖。。。。味道好奇怪 真的好可惜 实在吃不下 吃了一点点 都剩下了
肉骨头面里面有两三块骨头 还可以 看到烧的时候从大锅里盛出来骨头和一点点肉汤的 端出来一看 面里有好多沫 就是煮面的沫 有种碱水的味道 
汤里放了蛮多青菜的 老公放了辣椒盖掉点味道 吃吃还可以
真的感觉蛮一般的 大概糕团甜点比较好吃？""",,,,,,,,,,,,,,,,,,,,
